,analyzer_version,track_7digitalid,artist_familiar,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_name,artist_playmeid,genre,idx_artist_terms,idx_similar_artists,release,release_7digitalid,song_hotttnesss,song_id,title,artist_7digitalid
1937,b'',8052101,0.45613667443492384,0.2855912715175029,b'ARHTV1S1187FB547F8',,,,b'1c751614-47f2-40a0-939a-a296f68dc69e',Marc Perrone,-1,b'',0,0,b'Voyages',726646,,SOFBUDC12AB018A096,b'Locaccmaccam',244167
1938,b'',330381,0.4849102432550351,0.3996840137015285,b'AR3LA671187FB567E4',,,,b'cfaeec65-75ce-4a77-95d8-2aabb3373039',Grey Area,-1,b'',0,0,b'Grey Area',30079,0.3522322250053423,SOCOVXI12A6D4F856F,b'All Time Low (Album Version)',20285
1939,b'',232207,0.55205380333855,0.3413762676298949,b'AREB22L1187B9A4BCE',,,,b'428bdc7a-373c-4cd0-b3a7-1cec7ce868bf',Bad Azz,61516,b'',0,0,b'Personal Business (Explicit)',22455,0.4051157216913865,SOXAVMX12A6D4F7773,b'Too Many Choices',15867
1940,b'',2225289,0.6810906917425594,0.48853612540190205,b'ARN2ZKL1187FB3972B',37.16793,"L.A 	California, Estados Unidos ",-95.84502,b'd25fa5a6-92bf-46a3-8bf7-31149b62eb84',The Distillers,-1,b'',0,0,b'The Distillers',205356,0.6251065614685144,SONNRSI12A8C1388E5,b'Ask The Angels',4043
1941,b'',6814645,0.5474938878431067,0.37601876195175116,b'AROPBVQ1187FB36581',59.91228,"Oslo, Norway",10.74998,b'7f9ccb94-8113-4fc0-8009-eac7805cfd23',Khold,162444,b'',0,0,b'Hundre \xc3\x85r Gammal',613206,0.4697124313189556,SOLXDWR12A58A79689,b'Hundre \xc3\x85r Gammal',8796
1942,b'',6052893,0.8771194242780367,0.560912657330455,b'AR7C6G11187B9B4C1E',,"The Bronx, New York",,b'f0602f55-1770-483d-89bd-4bae0d0ac086',Jennifer Lopez,798,b'',0,0,b'This Is Me...Then',546964,0.6842238788529208,SOKHNJM12AF72A0187,b'Still',21255
1943,b'',1702474,0.6061934961059625,0.4073442880394374,b'AR2MEUK1187B992D1B',,,,b'9946e322-2eb6-43dd-ae66-dd28114f1522',Jeff Scott Soto,59687,b'',0,0,b'Prism',161082,,SOGTNSA12A8C13CCC0,b'2 Late 4 Goodbyes',80602
1944,b'',6982641,0.596184926664484,0.42747924145936206,b'AREBWEH1187B99EA9A',,Helsinki,,b'65a8ee1c-20ef-4e2d-bf55-33a35bd7e644',Beherit,-1,b'',0,0,b'Electric Doom Synthesis',628980,0.4715782477005801,SOOKXRZ12AB01821D4,b'Sense',309423
1945,b'',6566021,0.7410404327961191,0.4965081187205733,b'ARSX6IX1187B9B640C',35.14968,"Memphis, TN",-90.04892,b'21d177ba-3d51-461e-9b3f-ad9a80b419dc',Big Star,20182,b'',0,0,b'Keep An Eye On The Sky',592093,0.42259191244674654,SOOAKLZ12A58A7A100,"b""Slut [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]""",27575
1946,b'',8049027,0.43021459654390676,0.3486503095518187,b'ARXKPYC11E2835E356',43.19899,Varna,27.92076,b'9e7cf65a-587e-423b-a648-5c2fc6e8ae90',Lot Lorien,-1,b'',0,0,b'Lot Lorien',726351,,SOQBGZG12AB0187E33,b'Byal ravnec',541258
1947,b'',6141965,0.7310657557108706,0.5098787078527026,b'AREPD8D1187FB3F5BC',,"Gainesville, FL",,b'3b141e34-8c02-4074-b68a-7d64e3212acd',Sister Hazel,-1,b'',0,0,b'Release',555552,0.5948541679067811,SOOICPO12AB018321A,b'Vacation Rain (Album)',15229
1948,b'',5763875,0.27258560383461566,0.31891123828504736,b'ARUPH8D1187B9A6046',,,,b'a230c49b-9a1f-4159-ab7a-3d06294cc059',Dan Cummins,-1,b'',0,0,b'Revenge Is Near',521272,,SOOVSJA12A58A76FF9,b'Jiggle Once And Wait (Album Version)',384250
1949,b'',7558974,0.5934960438312681,0.4048973354801111,b'ARPBNLO1187FB3D52F',40.71455,"New York, NY",-74.00712,b'2f2f7eb6-37c3-446e-8288-f88f76295c2a',Tiny Tim,19253,b'',0,0,b'God Bless Tiny Tim: The Complete Reprise Studio Masters... And More',681230,0.0,SOSHXUH12AB018BB22,b'It Took A Good Woman [Edited Demo]',23825
1950,b'',5840180,0.7446412459327763,0.5799889824287546,b'ARNLO5S1187B9B80CC',,"Pasadena, CA",,b'b665b768-0d83-4363-950c-31ed39317c15',Van Halen,54598,b'',0,0,b'Jump / House Of Pain [Digital 45]',528810,0.8114638300421678,SOEZXGQ12AAA8C65E3,b'House Of Pain',4741
1951,b'',5910451,0.4264325895226336,0.3357700417448833,b'ARUI8FT1187FB5AB13',,,,b'0ae99955-f9a0-4487-bf8b-0ed271130e4c',Mychael Danna & Jeff Danna,-1,b'',0,0,b'A Celtic Tale: The Legend Of Deirdre - Narrated By Fiona Ritchie',534508,0.5424865999791667,SOENRNI12AB0181427,b'The Child Deirdre',63936
1952,b'',3072872,0.32197509925246204,0.24453220533902725,b'ARYKFVV1187FB3CA6B',,,,b'58ac1e03-72cc-456e-8275-35745f56a0e3',The Golden Age Orchestra_ Paul Summer ,57616,b'',0,0,b'60 Jahre Oscar Vol. 1',275860,,SOMNOPZ12A81C23100,b'Over the Rainbow',292022
1953,b'',8184753,0.40784999659664595,0.2989467843777619,b'AR6HEHH1187B9985F9',41.41013,"Scranton, PA",-75.66079,b'e9ef278b-740e-440e-97a7-7039ec589feb',Russ Morgan,20190,b'',0,0,b'Russ Morgan At Catalina (Digitally Remastered)',738734,,SOEDOSC12AC960A037,b'The Moon Was Yellow',18502
1954,b'',2813941,0.394428771407274,0.2995581758981422,b'AR91BST1187B98F9A8',,,,b'caeb0a99-1b2b-4912-a9b2-e1db99fa67ce',Orquesta America,38624,b'',0,0,b'Danzon-Son',259453,,SORGBTR12A8C1396FA,b'Boda de Oro',212400
1955,b'',3089892,0.48221286999195057,0.3745312554413246,b'ARCRR5X1187FB3BD4A',,,,b'753e60ac-cfec-47e7-b1a6-d116cfd31050',Elva Hsiao,-1,b'',0,0,b'The Fifth Ave',277276,,SOVVRRU12A81C2435C,b'Ni Shi Wo Xin Zhong Yi Ju Jing Tan',88849
1956,b'',8134074,0.733433226583055,0.455558796992588,b'ARK8OHG1187B99016A',,"Boston, MA",,b'2e3b75d8-00a8-486a-b4e7-a1f8f65e64c9',Shadows Fall,12510,b'',0,0,b'Of One Blood',734341,0.5595472424908456,SOSZSGF12A67AE21B1,b'Crushing Belial',52647
1957,b'',4153921,0.7269598062613086,0.4568654203499331,b'AROLDZG1187FB50AFB',,"Aberdeen, WA",,b'9ccfbc94-a4f4-42f7-b6f5-d903ab77cccb',Melvins,41517,b'',0,0,b'Nude With Boots',373072,0.7039660846759993,SOCYZTH12AF72A6CCF,b'Nude With Boots',4370
1958,b'',141784,0.7262980274461062,0.5554145758164936,b'AR7Y6JX1187FB4D9B3',,"Washington, D.C.",,b'e919b253-da5b-4aae-a444-6a368376a2d6',Bad Brains,6595,b'',0,0,b'God Of Love',13619,0.476435219642529,SOXPWPH12A6701E86E,b'God Of Love (Album Version)',9718
1959,b'',2930309,0.7177627022534055,0.5322661862525124,b'ARDBSFT1187B9AC9C1',40.71455,"New York, NY",-74.00712,b'0f82d6b5-12fb-4569-b047-a00194f572a7',Fountains Of Wayne,6375,b'',0,0,b'Utopia Parkway',266908,0.5194485814940588,SOJIPPT12A8C13F9FC,b'Laser Show (LP Version)',419
1960,b'',8408082,0.523962423072147,0.44086755722970855,b'ARSEC9Q1187B98912D',,"Regina, Saskatchewan, Canada",,b'd943c745-baf9-4aa4-b1ee-df76db44bec8',Colin James,98468,b'',0,0,b'Bad Habits',759424,0.21204540548371908,SOTUGEK12AB018BE28,b'Better Days',4116
1961,b'',8283000,0.5454352386697442,0.38763547770598455,b'ARQ9BO41187FB5CF1F',40.99471,Pennsylvania,-77.60454,b'fbdaf414-feeb-4a64-bebb-1ec477ac3663',John Davis,55226,b'',0,0,b'Laid-Back Christmas Favourites',748233,0.0,SOXMSDY12A8C142C7E,b'Silver Bells',9400
1962,b'',7029236,0.5674769057616466,0.3293334188669091,b'ARVEXQ51187B9B8237',34.05349,California - LA,-118.24532,b'001e4a87-fc46-4d66-ba37-e9714e0fe58a',The Funeral Pyre,56430,b'',0,0,b'The Nature of Betrayal',633232,,SOUOCXE12AB0180DE8,b'Here The Sun Never Shines',444973
1963,b'',3547540,0.6323196407600796,0.39425271503998616,b'AR8M6LC1187B998D48',34.41925,"Santa Barbara, California",-119.69887,b'bf707936-f786-45c3-869c-3f90f4b54c2c',Motograter,-1,b'',0,0,b'Motograter',6589,0.7705788598807314,SOQELNC12A8C13FE06,b'Red (Main Version)',4282
1964,b'',8959858,0.582365878546936,0.3028554195218622,b'ARGBGC71187FB3DD0B',,,,b'4eb42e20-021e-40e3-897c-d0ae81d988fd',DJ Nasty,-1,b'',0,0,b'Tha Remixes Vol. 17',810196,0.0,SOLUAUU12AB018C0E2,b'Apologize',388422
1965,b'',6842323,0.35342955022197026,0.365514003262653,b'ARBMHBC11F4C8403A2',,,,b'',Hushabye Baby,-1,b'',0,0,b'Lullaby Renditions of Johnny Cash',615480,0.0,SOWVBNI12AB017E39C,b'Cry_ Cry_ Cry',393531
1966,b'',4040123,0.3653079710634078,0.25721308943220716,b'ARDOZIV11F4C83DD59',,,,b'',Maria Forde,-1,b'',0,0,b'Will You Dance With Me?',363022,0.2707759989463275,SOPKBPO12AB0184BC4,b'Waltzing Matilda My Darling',280313
1967,b'',2360127,0.7136862495947681,0.46860458056906307,b'ARC70XM1187FB4D5B0',,"London, England",,b'cbac7516-7feb-4fe3-98ac-64e7090c0a4f',Free,19243,b'',0,0,b'Live',94255,,SOQBFIA12A8C13BAA2,b'Woman',50
1968,b'',5440953,0.5805177765557403,0.31762454603358753,b'ARMAEYS1187B990F2F',,,,b'cebd49c6-c2ce-464c-a15a-ab42783d4811',Tree,-1,b'',0,0,"b'A Lot to Fear"" & ""Plant a Tree or Die'",491003,0.0,SOWCBBV12AB0182F0D,b'Proletariat',252023
1969,b'',6664247,0.3562783133800606,0.0,b'AR07HWO1187B9A2189',,,,b'11a1e37e-4975-4fc6-8de0-48a2db467b4d',Lil' Band O' Gold,144553,b'',0,0,"b""Lil' Band O Gold""",600433,0.22669581864758626,SOFDEMJ12A8C13410C,b'Shirley',149073
1970,b'',2094101,0.6091238748175969,0.4623678399869238,b'ARCEEC91187B9AC4FB',44.97903,"Minneapolis, MN",-93.26493,b'fc4af92a-1aa8-4f35-9aea-29b2ecbe0779',Alexander O'Neal,-1,b'',0,0,b'Alex Loves...',192588,0.48456252996792964,SOVTZTF12A8C130A1A,b'Secret Lovers (Featuring Mica Paris)',18353
1971,b'',2599227,0.0749594927428736,0.0,b'ARXGVSB11F4C842CF3',,,,b'',Opals,-1,b'',0,0,b'Doo-Wop Classics Vol. 9 [Beltone Records]',236680,,SODPUEZ12A8AE4648B,b'Hop_ Skip & Jump',183689
1972,b'',3112942,0.6591394768219538,0.4132613782947478,b'AR4R0741187FB39AF2',51.50632,"London, England",-0.12714,b'2a81f398-647b-4580-b24c-d78b3103a27b',Bow Wow Wow,22316,b'',0,0,b'Love_ Peace & Harmony The Best Of Bow Wow Wow',279463,0.4454545254934259,SOALJHY12A8AE489F3,b'Love_ Peace and Harmony',19019
1973,b'',8315251,0.5005765741833071,0.3838490579857307,b'ARUFRGT1187B98ED43',-28.49522,"Atamisqui, Argentina",-63.81885,b'9766faa7-8786-4a55-8d7e-a35bb24b9844',Leo Dan,15319,b'',0,0,b'Sus Grandes \xc3\x89xitos',751036,,SOEIJSK12AB0183835,b'Con un poquitito de suerte',320280
1974,b'',8834270,0.6955933512745225,0.4449351824117356,b'ARCDXI51187FB57A2E',40.19033,Ohio,-82.66947,b'6849ebec-b385-4b41-b5a1-125f91e46119',Goose,-1,b'',0,0,b'Bring It On Rarities & Remixes',798792,0.6451398412486038,SOHGHWJ12A6D4F801C,b'Bring It On',23052
1975,b'',3105579,0.8065804113273366,0.6210852120549084,b'ARW9FP41187B98C2A7',57.15382,Aberdeen,-2.10679,b'3e30aebd-0557-4cfd-8fb9-3945afa5d72b',Annie Lennox,2023,b'',0,0,b'Dance Vault Mixes - Little Bird (1st Set of Mixes)',278865,,SOUEBEX12A8AE47BBC,b'Little Bird',3300
1976,b'',829141,0.4328393673069391,0.3669058527885173,b'ARFZSPU1187B9B5BA9',,,,b'95ac1574-7e50-49cd-95be-5f33e118d00e',John Frizzell,-1,b'',0,0,b'The Prize Winner of Defiance_ Ohio: Original Score from the Motion Picture',78775,0.1929776017646981,SOZFAKK12A6D4F6927,b'Anatomy of a Contest',63932
1977,b'',6376114,0.797420740746604,0.5364000107927084,b'ARUKN9H1187B9B71C8',,"Atlanta, GA",,b'02ceff75-7363-493e-a78d-912dc86c7460',The Black Crowes,6981,b'',0,0,b'Before the Frost... Until the Freeze',575230,0.4961753356732933,SOTDYKK12AB0184B0B,b'Roll Old Jeremiah',5827
1978,b'',5927208,0.6409716825781632,0.0,b'AROGHQQ1187B9890E3',,,,b'90c6bce5-f586-4652-8de7-351a6aa6a3ca',Mil featuring Petey Pablo,19559,b'',0,0,b'Street Scriptures',535176,,SOWFVBM12AB0181C3B,b'Problems',41256
1979,b'',1651607,0.11454804617962795,0.0,b'ARGWLJT12086C14A09',,,,b'04b095a6-fa9d-42b6-a583-43e146fba81d',Shunza,-1,b'',0,0,"b""... And Music'S There ...""",157156,,SOPGCGI12A8C139547,b'Yueh Kuang',116999
1980,b'',238527,0.4230653284425563,0.27343951065957456,b'ARXTUHV1187B99268F',,,,b'f644d496-87f8-42d4-aeff-71c5708e8a01',Remmy Ongala,-1,b'',0,0,b'Songs For The Poor Man',22906,,SOBCFLR12A58A7985F,b'Karola',16280
1981,b'',2375666,0.519969697661519,0.41977664522963215,b'AR0A30G1187B9B183B',,,,b'7e93517b-897f-43f7-bee9-8bdb7bd1c9b1',M.A. Numminen,-1,b'',0,0,b'Gommin ja Pommin mets\xc3\xa4karnevaali',217877,,SOSPCEK12A8C13E372,b'Suti-suti',21862
1982,b'',4603592,0.44295836834941166,0.3847303033764875,b'ARVCNOU1187FB4C6F0',35.30914,Oklahoma,-98.52102,b'59ccae98-8304-4783-bce6-d67801950ee6',Emit,-1,b'',0,0,b'100m001',413161,0.0,SOXFPIX12AB018381E,b'Gum',311767
1983,b'',2612283,0.6282744489330068,0.42883453621653383,b'ARNVM131187B990D2B',,Oakland CA,,b'0af8e9c1-b9a4-4fb9-92a2-c4feb3b7c999',themselves,-1,b'',0,0,b'Them',238242,0.4287022625232594,SOLYUTF12A8C133225,b'Crayon Sharpener',172369
1984,b'',3348356,0.7379725284001423,0.555968803751809,b'ARAEX7Y1187FB42D36',,"Severn, MD",,b'3c8a8696-e176-4c46-a2d3-48b6b1525c7f',Toni Braxton Featuring Babyface,1610,b'',0,0,b'Ultimate Toni Braxton',298352,0.319565986882865,SOIRKJL12A8C13A2AA,b'Give U My Heart',40884
1985,b'',6882960,0.7311842304128983,0.5492043838770254,b'ARD3LXU1187B9ABFC5',,,,b'e5db18cb-4b1f-496d-a308-548b611090d3',The Sex Pistols,1418,b'',0,0,"b""Sex_ Anarchy & Rock N' Roll Swindle""",619734,,SOLQETH12AB0181E42,b'My Way (Alternate Studio Version)',414
1986,b'',7780632,0.4671375506977614,0.3084860991203661,b'ARJEFGV1241B9C6F79',,,,b'298a3c2c-0d8c-49aa-adde-907d24d1fa67',Winterlight,-1,b'',0,0,b'Kissed',701307,0.0,SOHCFNL12A8C140C2E,b'Daybreak',442912
1987,b'',3511537,0.6242003276351012,0.3690768705489907,b'AR9ST641187B99B4DE',38.62774,"St. Louis, MO",-90.19951,b'1015b5e3-8e3d-4d78-806a-c530cf742e66',Cal Tjader,6446,b'',0,0,b'The Soul Of Jazz (Jazz Club)',311098,0.4051157216913865,SOASHZJ12A8C1426D8,b'Along Comes Mary',11300
1988,b'',5305359,0.46117348001811576,0.29403748296747373,b'ARDNMNC11F4C842FDE',,,,b'b4fb15cb-207e-46ba-9fec-6804ca9b710b',Sin Plomo,-1,b'',0,0,"b""Why can't we live together Rmx""",477924,,SONAEGX12A8C141C53,"b""Why can't we live together""",99734
1989,b'',8566058,0.7734913244983689,0.5004591506589332,b'ARJ8PZJ1187B99314F',,"Seattle, Washington",,b'd4f82967-4008-4481-953d-399d089753dd',Aiden,-1,b'',0,0,b'From Hell...With Love',774026,0.47212111953959446,SOYYFNE12AB018A96D,b'Die Romantic [Live]',21129
1990,b'',3868509,0.46127288013054923,0.2650944490241476,b'ARDDYFH11F4C83DD58',,,,b'',Lloyd Spiegel,-1,b'',0,0,b'Tall Stories',345186,,SOJYYHN12AB0182966,b'The Storm',268793
1991,b'',2787322,0.7497969594005849,0.5515524551563505,b'AR9YWMS1187FB43A34',,"Amherst, MA",,b'77c167d2-4965-4421-830a-9815e4956475',Dinosaur Jr.,31682,b'',0,0,b'Dinosaur',251204,0.5874265067023358,SOOAMWT12A8C13B479,b'Does It Float',4837
1992,b'',2820002,0.38983755607288795,0.3384002480697542,b'ARPKMIM1187FB397DE',,,,b'34f854d6-76bc-4bca-b7f2-6fe2bb7c85f7',Sane Band,-1,b'',0,0,b'Many moods of love - vol.2',264387,,SOHLHAI12A8C139204,b'Thats life',197465
1993,b'',5778682,0.4873567909281477,0.34342837829688244,b'ARKRRTF1187B9984DA',,,,b'7a273984-edd9-4451-9c4d-39b38f05ebcd',Sonora Santanera,13951,b'',0,0,b'Solo Lo Nuestro - 20 Exitos',522538,,SORURBV12A8C140200,b'Saca La Botella',290021
1994,b'',5567593,0.6968168917909224,0.48210001892032256,b'ARD8JVH1187FB4DA04',,England,,b'0053dbd9-bfbc-4e38-9f08-66a27d914c38',Bad Company,-1,b'',0,0,b'Desolation Angels',503069,0.5525476944351284,SOOCZWD12AB0185147,b'Crazy Circles',6678
1995,b'',279841,0.8048388888270448,0.45784115609436704,b'AR0CANF1187B9AF35F',34.05349,"Los Angeles, California",-118.24532,b'c71abd83-9d66-4c7b-9f0d-c9c36e85a955',Dilated Peoples Featuring Black Thought,457,b'',0,0,b'Expansion Team',26034,,SOWWOFM12A6D4F82F0,b'Hard Hitters',7037
1996,b'',6533305,0.9158232530331046,0.6552837984150548,b'ARBEOHF1187B9B044D',,"Bay City, MI",,b'79239441-bfd5-4981-a70c-55c3f15c1287',Madonna,-1,b'',0,0,b'Celebration',589241,0.7259841874679933,SOMNXCC12AB0187BE7,"b""Papa Don't Preach""",6051
1997,b'',146941,0.7781427230552,0.547746274612012,b'ARJG2ID1187B9A767E',51.31476,"Woking, Surrey, England",-0.56623,b'23228f18-01d5-493e-94ce-cfcde82a8db2',The Jam,-1,b'',0,0,b'Dig The New Breed',14224,,SOQAFSW12A67021430,b'Start!',1362
1998,b'',5879473,0.6205019249164577,0.3018470948111364,b'AR8U8G41187B9A833B',,,,b'110500b0-78a7-41cb-8535-9f37ab35a902',Tim Exile,-1,b'',0,0,b'Listening Tree',532011,0.5300256141714262,SOQENPJ12AB0180997,b'Fortress',190803
1999,b'',7026134,0.6163129906621232,0.30878765630404553,b'ARKJ8Y91187B9B551E',,FRANCE,,b'ff66cbbc-a438-431e-ac54-eed694a0ebe9',Nichols,-1,b'',0,0,b'Ladies Night',632887,,SOVQYSC12AB017D1C5,b'Fica ma mi',298353
2000,b'',1136696,0.705491779875456,0.39345711137576006,b'ARB0WNP1187B9AC4AB',,,,b'14aa9e32-c377-4dc6-9162-2e6c67a8eaf4',Samy Deluxe,2345,b'',0,0,b'Samy Deluxe',109835,0.6205815482847123,SOLPFAE12A8C13AF2D,b'Die Meisten',24221
2001,b'',2568657,0.32300899095323227,0.31143764032728327,b'AREWQSE1187B9AEC6C',32.58507,Mississippi,-89.87374,b'4f91f760-85f6-4603-9b60-15789000e256',The Jackson Southernaires,-1,b'',0,0,b'Power Packed',234069,,SOMNSHX12A58A79CD2,b'No Coward Soldier',180751
2002,b'',615229,0.43002498682970675,0.35303405577540575,b'ARBH0MS1187FB36311',,,,b'afb8d624-52d7-4a72-8d0b-62fff3e29f79',Sir Neville Marriner,61257,b'',0,0,b'Mozart: Academy in Concert',59445,0.5889221675559065,SOYMDLM12A6D4FB10B,b'Two Elegiac Melodies Op. 34: 2. The Last Spring',45281
2003,b'',3470291,0.7640033685495728,0.5423950934997648,b'ARP7ILI1187B9AE9F7',,,,b'766a2b45-441f-4096-af05-dbbca9518c9d',Phantom Planet,1997,b'',0,0,b'Live 2004',308299,,SODIDOO12A58A794E4,b'The Meantime',14417
2004,b'',5870701,0.3863837750240484,0.2563503629041404,b'AR2PNSZ1187B9AF0A4',,,,b'8e794a58-b27f-4aac-b306-41304f61db2c',Pardesi,-1,b'',0,0,b'Pump Up The Bhangra',531252,,SOSFUQC12AB017E17E,b'Akhan Nay Sharab',391551
2005,b'',2814848,0.7696873177723957,0.5183991616558854,b'ARW9LQ31187FB4336D',41.52493,"Denver, Colorado",-88.08459,b'd1115ccf-3c6b-440b-9005-73224ecff98e',Drop Dead_ Gorgeous,-1,b'',0,0,b'In Vogue',264107,,SOBPQVV12A8C13BE51,b'Are You Happy (Album Version)',107364
2006,b'',8640942,0.5820347959534041,0.4690559757440672,b'AR0ILWV1187FB47CAA',39.75911,"Dayton, OH",-84.19444,b'e3a3c55a-b95e-47e9-b4cb-7bfd63c51bfa',Mouth Of The Architect,52101,b'',0,0,b'111',780921,0.6909709542805956,SOQSJJL12AC46874BC,b'Harboring An Apparition',356998
2007,b'',904098,0.334456512170269,0.2168288859860431,b'ARAGMIV11F4C843F78',,,,b'',"Myrick ""Freeze"" Guillory",59529,b'',0,0,b'Nouveau Zydeco',86259,0.0,SORZSCJ12A8C132446,b'Zydeco In D-Minor',68313
2008,b'',442366,0.5116634453722071,0.40977899776259186,b'AR9JLBU1187B9AAEC4',-33.96243,"Port Elizabeth, South Africa",25.62326,b'aab7a1d7-5461-4874-8162-bc127b91da59',Danny Williams,24400,b'',0,0,b'Collection',41649,0.3347065490692206,SOAYONI12A6D4F85C8,b'The Wonderful World Of The Young',7247
2009,b'',1572055,0.639396479556684,0.43094204343555065,b'ARI4S0E1187B9B06C0',35.83073,Tennessee,-85.97874,b'50a45c3d-b54b-4fd5-bb83-5046e4ff6813',David Arkenstone,16633,b'',0,0,b'Return Of The Guardians',149791,0.3603705827121406,SOBUUYV12A58A7DA27,b'The Forgotten Lands',960
2010,b'',1834226,0.5982371324954726,0.36368783982733144,b'ARUUP4L1187B9B72EB',32.71568,"San Diego, CA",-117.16172,b'f569a00a-a5d4-4269-b383-e125a0b515a4',Diamanda Galas,76104,b'',0,0,b'The Sporting Life',171957,0.3231121208952123,SOILDRV12A8C13EB77,b'Dark End Of The Street',11354
2011,b'',670250,0.6091819919205147,0.5092430986786269,b'ARYXOV81187B99831D',,,,b'56e7a15e-8b19-4f09-b3e7-c5fb830e3120',Seventh Day Slumber,7399,b'',0,0,b'Once Upon A Shattered Life',64501,0.7803116042518864,SOFAOMI12A6D4FA2D8,b'Shattered Life',39252
2012,b'',5322779,0.7722304390383146,0.5115767829276756,b'ARJGQJD1187B997A00',,"Buffalo, NY",,b'2d2948f6-570b-4709-896b-f90011fc89c6',It Dies Today,57099,b'',0,0,b'Sirens',479604,,SOFOBSK12A8C1447C4,b'One the road (to Damnation)',36609
2013,b'',7061099,0.3345427836570606,0.04903438084848781,b'AROIHOI122988FEB8E',,,,b'',Mario Rosenstock,-1,b'',0,0,b'Gift Grub 10',637025,,SOJARSR12AB0184939,b'Munster Song (Best of 2009)',15464
2014,b'',6630898,0.6073269822745797,0.4011447414777875,b'ARDK0551187FB5AC48',31.30627,"Marlin, TX",-96.89774,b'8a14c00b-4779-44e4-9b2e-4cc9dcd92e9b',Blind Willie Johnson,12775,b'',0,0,"b""Praise God I'm Satisfied""",597439,,SOVMTAW12A8C13B071,"b""God Don't Never Change""",8585
2015,b'',7677054,0.7225705735101466,0.4998263135401019,b'AR4C6V01187FB3BAF4',39.55792,Portugal,-7.84481,b'386b19c6-a3d2-414a-bef2-c178572b1cbe',Moonspell,132208,b'',0,0,b'Sin / Pecado',691752,0.5940795853731886,SOLXXPY12A67ADABA0,b'The Hanged Man',52613
2016,b'',3884209,0.43350762637871326,0.2899029316087479,b'ARS1DCR1187B9A4A56',,,,b'0159799c-ef7f-4c37-a011-25b6572c0f62',Winston Reedy,-1,b'',0,0,b'Reality',346402,,SOJZLAJ12AB017E8A2,b'Sentimental Man',7562
2017,b'',8416790,0.4506459971150351,0.3315347514153216,b'ARQ91R31187FB38A88',37.82245,"Niagra, KY",-85.69091,b'8488e884-f8b9-4c31-a6ec-a92be00d450f',Grandpa Jones,23838,b'',0,0,b'The Unforgettable Grandpa Jones',760072,0.0,SOUWMIW12AB0184748,b'Down In Dixie',39299
2018,b'',7790400,0.3512692911825123,0.0,b'AR1PQYO1187B98BEC9',,,,b'db315e6a-06c4-43a2-a6bb-8d0e800838ac',Hélio Ziskind,84049,b'',0,0,b'Meu P\xc3\xa9 Meu Querido P\xc3\xa9',702264,0.22914410371660274,SOQFUXL12A8C136D6B,b'Cocoric\xc3\xb3 (Abertura)',495592
2019,b'',1872999,0.36280014168093827,0.28228640563265106,b'ARW4AGO1187FB4F107',33.45081,"Indianola, MS",-90.645,b'a32c74a4-4774-4b60-be49-341665450d46',Jazz Gillum,54945,b'',0,0,b'Jazz Gillum Vol. 3 1941-1946',174686,,SOZYCQM12A8C13F9AB,"b""Maybe You'll Love Me Too""",124036
2020,b'',4959169,0.5163803399025109,0.40536080046519324,b'AR6KNZ01187B9A35D1',34.05349,California - LA,-118.24532,b'61446bf0-e362-4a68-8a32-4bc86e5fa344',Justo Almario,155220,b'',0,0,b'Count Me In',446698,0.3701194801584678,SOPLYEI12AB0181C03,b'In Your Dreams',319954
2021,b'',5286106,0.0,0.39909855771484765,b'ARWHVAC123E29C221D',,,,b'23cd5cb7-50f7-419d-a4c9-f758ea68e030',Willie Isz,-1,b'',0,0,b'Georgiavania',476059,0.38595083446417855,SOXVMZV12A8C142488,b'Violet Heart Box',352643
2022,b'',8402848,0.07717686734645086,0.3577843123968623,b'ARYFHBH1257509D340',,,,b'',Hassan Annouri,-1,b'',0,0,b'International',759051,,SOLKGAA12AB0184EF8,b'Gutes M\xc3\xa4dchen',327026
2023,b'',7004188,0.6128375038274145,0.4822988321304963,b'AR4IWYN1187FB47DF6',37.28848,"Campbell, CA",-121.94486,b'fbe356cb-29eb-4e4f-93f0-865c6452a1bd',Strata,5734,b'',0,0,b'Strata Presents The End Of The World',631067,0.7552627651814218,SOKASWV12AB01857B5,b'Night Falls (The Weight Of It)',231753
2024,b'',2615901,0.5209330793305875,0.2060203719845676,b'AR695PK1187B996E35',54.6904,"West Hartlepool, England",-1.2323,b'6e82e5d9-c7ae-4de1-8691-be6e870b294c',Jeremy Spencer,-1,b'',0,0,b'Precious Little',239051,0.0,SOOJXKD12A58A7AB3C,b'It Hurts Me Too',185262
2025,b'',7266279,0.7602701060288193,0.49607134662408603,b'ARGXIE31187FB55B48',,"BAKERSFIELD, California",,b'dde3d9b1-0e44-48bc-b0c9-d739b3570000',Tech N9ne,7405,b'',0,0,b'Calm Before the Storm',656041,,SOZPMGI12AB018979F,b'Spend the Night featuring Rock Money and Paul Law',39786
2026,b'',5095614,0.480806281832134,0.39746763608485836,b'ARTHKHA1187FB3996A',40.85251,"Long Island, NY",-73.13585,b'703ff9ba-5ab8-4852-8909-c9379d98afd3',PMD,-1,b'',0,0,b'The Awakening',457769,,SOSURIF12AB0180A1B,b'Let it go Interlude',6278
