,analysis_sample_rate,audio_md5,danceability,duration,end_of_fade_in,energy,idx_bars_confidence,idx_bars_start,idx_beats_confidence,idx_beats_start,idx_sections_confidence,idx_sections_start,idx_segments_confidence,idx_segments_loudness_max,idx_segments_loudness_max_time,idx_segments_loudness_start,idx_segments_pitches,idx_segments_start,idx_segments_timebre,idx_tatums_confidence,idx_tatums_start,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,,analyzer_version,track_7digitalid,artist_familiar,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_name,artist_playmeid,genre,idx_artist_terms,idx_similar_artists,release,release_7digitalid,song_hotttnesss,song_id,title,artist_7digitalid
3020,22050,1b2c855effae04f5380a64e8d0151b16,0.0,140.2771,0.131,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.309,-7.541,1,0.527,129.997,129.161,1,0.0,b'TRARBGR128F42264D1',3020,b'',1275445,0.6069253585317187,0.3891007762801808,b'ARWY7I71187FB36C3D',40.71455,"New York, NY",-74.00712,b'7f565c58-cf5d-441b-821f-c314ddf60c99',Lesley Gore,-1,b'',0,0,"b""'60s Pop Number 1's""",123479,,SOFEOZP12A6D4F9DF1,"b""It's My Party""",14043
3021,22050,eb734290e298bf00bd2b6b08fdb083a2,0.0,486.97424,2.339,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.284,-7.655,0,0.347,478.215,86.308,4,0.783,b'TRARBGM12903CC5026',3021,b'',7953343,0.6148875882171886,0.3778282154455152,b'ARV2X851187FB41A78',42.31256,Mass. - Boston,-71.08868,b'49eba4ed-cd7a-4940-97ff-488cb3ed551c',Open Hand,-1,b'',0,0,b'The Dream',717115,0.5114243256864599,SOLLCFT12A58A7A566,b'Never Alone',89686
3022,22050,f08240f8c6d27452878922ec099f324a,0.0,118.33424,0.386,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.444,-11.008,0,0.527,109.993,87.153,1,0.0,b'TRARBKD128F42BA84D',3022,b'',3522757,0.7364407406757172,0.526846925183824,b'ART3KT21187FB450DC',,"Rome, Italy",,b'a16e47f5-aa54-47fe-87e4-bb8af91a9fdd',Ennio Morricone,553,b'',0,0,b'Le Ruffian (Bande originale du film de Jos\xc3\xa9 Giovanni (1982))',312415,,SOFGEIT12A8C1406F3,b'Sporco Ma Distinto',3310
3023,22050,befc5e6ea55dfcadddaa1156b59804de,0.0,298.1873,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.384,-6.125,0,0.247,298.187,131.999,4,0.0,b'TRARYXL128F92F939E',3023,b'',5373678,0.5695241600739501,0.3814678148235367,b'AR72Q9R1187B98A664',,,,b'2f929d46-5246-4cc8-b117-ed899907fad6',Hatiras,-1,b'',0,0,b'Hatiras - Electronic Luv',484499,,SODCBCN12AB01818EA,b'The Anthem',203519
3024,22050,8b025664c2fa7be507efd6bbce77a8dc,0.0,228.10077,0.108,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.555,-6.18,1,0.586,222.163,66.201,3,0.93,b'TRARYQP12903CA18A4',3024,b'',7807369,0.5134675221364372,0.3836779824609243,b'ARON0YP1187FB4B465',40.71455,"New York, NY",-74.00712,b'11238cd8-2dc5-4de4-b4ec-5e6be5fef8c8',Fiona,51901,b'',0,0,b'Sweet Love Vol.5',703840,0.23667325235700173,SOUAAMR12AB018C0B1,b'As We Lay',38443
3025,22050,ce9abe737ab8c97acd2beb454e7c57de,0.0,265.53424,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.364,-7.811,0,0.397,241.586,127.984,4,0.0,b'TRARYHD128F9344512',3025,b'',5685504,0.5968458517450551,0.4053520109500235,b'ARKULSX1187FB45F84',39.49974,Utah,-111.54732,b'e9cd6eef-e3d5-4801-a75b-f1a48c4b344d',Trafik,-1,b'',0,0,b'Bullet',513477,,SOZEKTZ12AB0185274,b'Disco Trafiko',12588
3026,22050,dc7c32cbd3bf3b7da8a072fe3361ab37,0.0,87.58812,2.096,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.652,-13.767,0,0.607,82.837,104.752,4,0.191,b'TRARYPU128F42552CF',3026,b'',2758235,0.4817718201419764,0.28249164570808005,b'ARZLS3G1187FB38347',,"Rio de Janeiro, Brazil",,b'e9c5f649-3d11-4af7-bab7-0ce27371a1a8',Orquestra,-1,b'',0,0,"b'Trilha Sonora Do Filme ""Garota De Ipanema'",262849,0.4568588670423051,SOKNSOQ12A8C134AAE,b'Tema Da Desilus\xc3\xa3o (Garota De Ipanema)',195941
3027,22050,74aab730e0eda0d89af624afb54500bd,0.0,211.25179,0.073,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.651,-10.321,0,0.605,201.427,111.004,3,0.717,b'TRARYDZ128F9355209',3027,b'',6239947,0.4643625908988418,0.41784614771379464,b'ARW1WST1187FB384DA',,,,b'fb50177c-d4b7-407e-95dc-40f15274041a',Jope Ruonansuu,-1,b'',0,0,b'Kunnioittaen-Yhden miehen tribuutti',563754,,SOOJCEQ12AB0189C25,b'Rant Kanaria',22231
3028,22050,be2d2b05e45543ae584fb226cdbf830b,0.0,268.43383,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.321,-4.714,1,0.444,258.252,124.228,4,1.0,b'TRARYKP128F9334BB1',3028,b'',4094412,0.6146429541591771,0.4390245612067925,b'ARSYKGV1187B9A49CD',,,,b'8e8c6fd6-c96a-4296-9c11-90452394b1bc',Nicole C. Mullen,-1,b'',0,0,b'6 PICKS: Essential Radio Hits EP',367883,0.0,SOBLYNT12A8C137046,b'Forever You Reign (Album)',4899
3029,22050,be8486be208466ef45bd0bc3ec4a622d,0.0,291.29098,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.321,-12.065,0,0.413,284.729,115.514,4,0.132,b'TRARYCL128F1456224',3029,b'',228893,0.6358987101801273,0.5302628134274219,b'ARZKUQF11F4C8456E8',52.47859,Birmingham,-1.9086,b'',The Moody Blues,-1,b'',0,0,b'Caught Live + 5',22126,,SOQFZBX12A6D4F5B4D,b'Tuesday Afternoon',192658
3030,22050,c48d7bf63b02b4f77b337d0bc6902023,0.0,236.2771,0.345,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.474,-10.829,0,0.547,226.342,123.004,4,0.712,b'TRARYFU12903CAE834',3030,b'',7372267,0.3207357599265818,0.0,b'ARPYQNG1187FB4AF63',,,,b'0b7a2862-b62f-42ae-a7a2-82a803c4ff0d',Virgil Moorefield,-1,b'',0,0,"b""Distractions On The Way To The King's Party""",664962,,SOJIGMK12AB018B088,b'Healing Power',365747
3031,22050,17cb50a91cbc6b8acd660ed37a55f3d8,0.0,176.97914,0.09,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.512,-6.317,0,0.439,171.654,130.203,1,0.0,b'TRARWBA128F93580C7',3031,b'',7206706,0.5287339751215263,0.27752947966736924,b'ARSOPEA1187B9B0F98',,,,b'3ae9c9d9-0860-4c10-9e84-d106c326deba',The Rodeo,-1,b'',0,0,b'Hotel Utah',650557,,SOQFANJ12AB0182758,b'Cha Cha Cha',471594
3032,22050,3e270153766da3ab88dc1e9482996c44,0.0,302.2624,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0,-7.657,1,0.982,294.551,163.773,4,0.082,b'TRARWXH128F425D881',3032,b'',1564462,0.5626147675477498,0.3584353642442652,b'AR2S6UD1187B9B944F',,,,b'dbe1d6c8-1319-4369-924a-65bb1f9fced5',León Gieco,16820,b'',0,0,b'Argentina Quiere Cantar',150143,0.21204540548371908,SOJFOMN12A8C135B75,b'Buenos Aires (De Tus Amores)',19911
3033,22050,cd7a360aaea180b000f9e3a67d0223b3,0.0,163.21261,9.898,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-29.054,1,0.0,163.213,119.787,4,0.834,b'TRARWYE128F92E6C27',3033,b'',4284273,0.500388858998459,0.35562594621770727,b'ARGS39X1187B991939',,,,b'0ab89ff8-f54e-4459-9aaf-ac48ca42d424',Harald Kloser / Thomas Wander / Thomas Schobel,-1,b'',0,0,b'10_000 BC',386281,0.46054128135865785,SORMKJM12AB017A911,b'Opening',49585
3034,22050,a13cf47811c8ad94b253beb5009b3166,0.0,235.12771,3.506,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.714,-4.499,0,0.641,227.968,129.976,4,0.475,b'TRARWHW12903CE84D3',3034,b'',8586041,0.620379479284656,0.4078984664579443,b'ARUME5Q1187B9B1AA7',46.23518,"Pasco, WA",-119.09456,b'93a1aab7-bdbc-4334-bcf6-6889f7a2682a',Kristine W.,-1,b'',0,0,b'Save My Soul',776030,0.24695084093549896,SOLYALY12AC3DF5182,b'Save My Soul (Cypher UK Radio Edit)',528049
3035,22050,08eaaf08d201995273eeb36eea6ab296,0.0,274.46812,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,-8.545,1,0.24,263.129,151.726,4,0.49,b'TRARWYG128F424D766',3035,b'',2135405,0.5570945047145802,0.4153036425812273,b'ARUTP601187FB388AC',,,,b'8d05c917-cae7-43f1-9357-7a66c52a1921',The Elders,50278,b'',0,0,b'The Best Crowd We Ever Had',196469,,SOISSJU12A8C135C04,b'Fire in the Hole',60411
3036,22050,3f7f05648855f1098713b538ed98e47f,0.0,304.16934,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.585,-6.997,0,0.566,304.169,183.881,3,0.998,b'TRARWXU128F92EC637',3036,b'',3728346,0.6251576540575006,0.3597572438501757,b'AREHMUC1187B98B91B',,,,b'eed40f68-fb41-41c9-81f4-df9db9968146',Java,30570,b'',0,0,b'Java Sur Seine',332618,,SOUPQHK12AB017CC62,b'P\xc3\xa9p\xc3\xa8tes',93561
3037,22050,ea8fc423e7e32746d68798c27a537cf3,0.0,235.7024,0.066,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.521,-6.513,0,0.358,226.418,162.389,4,1.0,b'TRARWYL128F423B96A',3037,b'',1400600,0.4984141333079685,0.32600887327943756,b'ARHINI31187B995C1D',,,,b'da3df0b1-1945-455b-beb7-701cf76a4da4',Singing Melody,-1,b'',0,0,b'Expression',135226,0.0,SOFSPBH12A8AE47733,b'Lived My Life',7694
3038,22050,0fcecea4211061522356718962db8699,0.0,257.30567,0.299,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,-16.945,1,0.653,248.471,110.096,4,0.207,b'TRARWMG128F933667C',3038,b'',4680803,0.6430166662617105,0.46151720449793504,b'ARVJVFF1187B9B40D6',40.7174,"Jersey City, NJ",-74.04323,b'09c0f334-f9de-4970-b9ee-ef799cd093be',Al Di Meola,13669,b'',0,0,b'Scenario',419331,0.3603705827121406,SOKKHMB12AB0182B39,b'Calliope',51559
3039,22050,63ab0b7f8aa728c356659092c053d3f0,0.0,172.72118,0.27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,-5.013,0,0.743,162.83,128.176,3,0.318,b'TRARWUM128F42AC917',3039,b'',1269883,0.5150335835903505,0.3723565875336241,b'ARW9DSD1187B9A0345',,,,b'cf940d52-04ef-46bd-aa83-058c4f3a710f',Los Chunguitos,9288,b'',0,0,b'Colecci\xc3\xb3n Diamante: Los Chunguitos',122920,,SOCDVLZ12A8C13ECD2,b'Cuantas Madres Llorando',36713
3040,22050,e197de0b10e96b6e2b8281f973b1deb1,0.0,226.11546,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.086,-7.551,0,0.469,226.115,102.093,3,0.974,b'TRARWSY128F92FE87E',3040,b'',5882514,0.5972814779044859,0.3984699599085864,b'AR5GMAV1187FB3A8F5',34.05349,"Los Angeles, CA",-118.24532,b'9e302028-e8aa-49de-8ac6-6e055f3c3600',Chris Clark,-1,b'',0,0,b'Empty The Bones Of You',532311,0.6016447098293969,SOCHIPS12AB017E780,b'Gavel Obliterated',328
3041,22050,8873ea8addbe014f436d461b989c8f10,0.0,239.12444,0.177,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497,-5.254,1,0.426,231.195,50.499,1,0.0,b'TRARWFL128F42B4686',3041,b'',3497484,0.5891362695784569,0.40924801322128795,b'ARY0XD81187FB5CF38',,,,b'9e956eda-5766-4d13-848d-e6fd6d83ea8b',Mustafa Sandal / Gülcan,2500,b'',0,0,b'Seven',309240,0.4454545254934259,SOTKIHB12A8C13F653,b'Aya Benzer 2003 (Moonlight)',126091
3042,22050,4d2be39da220387d93816d5bfe6f4702,0.0,293.92934,0.386,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036,-13.615,1,0.0,289.942,131.977,4,0.641,b'TRARWMX128F9332CD0',3042,b'',4666027,0.7188102099645777,0.4639000947923324,b'AR5O6W51187FB46984',51.16418,Germany,10.45415,b'cd23732d-ffd2-444e-8884-53475d7ac7d9',SNAP!,30909,b'',0,0,b'Attack - The Remixes Part 2',413550,0.0,SOCXMVT12A67ADD8BA,b'Do You See The Light (Deep Ethno Mix)',42395
3043,22050,a400507bdf320aef7f14bc86020c644a,0.0,79.64689,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,-19.771,1,0.078,71.721,196.482,3,0.516,b'TRARWQY128F1462A4C',3043,b'',284602,0.8228432547721751,0.5314367365425635,b'ARZXTEY1187B9997A7',,"New York, NY [Harlem]",,b'bea235a0-db63-44b1-881e-264d25791f5a',Juelz Santana / Freekey Zeekey / Monique Garnett,-1,b'',0,0,b'From Me To U',26342,0.38293509007501925,SOTZFYX12A6D4F71DE,"b""Dipset (Santana's Town) (Skit)""",14716
3044,22050,e7fa369dcaae53be750397f7ec11e482,0.0,181.39383,0.061,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.162,-10.173,1,0.213,178.306,161.7,1,0.0,b'TRARWXF128F9353B37',3044,b'',7188893,0.45085268513440907,0.3323898702808034,b'AR93RTI1187B98ECFB',30.38815,"Navasota, TX",-96.0878,b'28868947-1ff6-4021-8e84-a44ef80fb211',Mance Lipscomb,-1,b'',0,0,b'The Best of Mance Lipscomb',648860,,SOQIBIH12AB0186282,b'So Different Blues',102301
3045,22050,5b6f0b2b167293b322b205247e6d5a69,0.0,196.5971,0.316,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.263,-8.749,1,0.42,183.409,107.848,4,0.352,b'TRARWLR128F4256B07',3045,b'',3092081,0.6405741491675592,0.4547148410790918,b'ARWD82K1187B98CFF2',,Richmond VA,,b'ca48bfb8-37c5-4a04-9837-a07975ee0cd3',Cracker,40329,b'',0,0,"b""Gentleman's Blues""",277481,0.42744657148843085,SOMKDSL12A8A9D5A19,b'My Life Is Totally Boring Without You',481
3046,22050,f58f37e42839f2e2eef9bf8bbf373476,0.0,168.51546,3.396,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.237,-14.338,1,0.333,162.911,130.339,4,0.778,b'TRARPXT128F425FDF9',3046,b'',3129851,0.8258053861924912,0.6613829243380245,b'ARH3S5S1187FB4F76B',,"London, England",,b'9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6',Nirvana,188210,b'',0,0,b'In Bloom',281170,,SOZAUAC12A8AE491A3,b'Polly',169
3047,22050,f2d93e33e4d0a589f0bb2ce1b0ada5db,0.0,122.40934,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.072,-2.952,1,0.298,122.409,199.379,4,0.0,b'TRARPOL128F92F5973',3047,b'',6801618,0.6599449187584954,0.43469691279710654,b'ARDK6QW1187B9B8D85',53.93063,UK - England - Yorkshire,-1.20788,b'a57d7a1b-b7ef-4f36-bbf6-9f5a167cd08d',UK Subs,107155,b'',0,0,b'Countdown',611809,,SOFFCBZ12A8C144291,b'Tomorrows Girls (Live)',7217
3048,22050,8fba1c0f27715ee4267fc865f9bf235d,0.0,287.50322,0.125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.535,-12.517,1,0.609,269.311,139.99,1,0.655,b'TRARPWX128F92CD69C',3048,b'',4157681,0.7114972404234058,0.42159599204259773,b'ARC87OG1187B99F540',,"Nashville, TN",,b'85d019b7-91f9-4b75-8560-d5bbe90c868c',Julie Roberts,-1,b'',0,0,b'Julie Roberts',373411,,SORNAKH12AF72A1FDE,b'The Chance',29219
3049,22050,f13a00f44a8899040d2beaf368f21d2d,0.0,208.50893,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.705,-7.032,1,0.65,208.509,97.039,3,0.534,b'TRARPYM128F425A88B',3049,b'',1549572,0.3712816797546315,0.30271627188983663,b'AR4CL6I11C8A4158B4',,,,b'65a950b6-e4c4-4c0d-b27a-935b3b66c60c',Imiskoubria,56084,b'',0,0,b'Ginekologies',148686,,SOUBVIH12A8C137C89,b'O Dikos Sou DJ',25018
3050,22050,0e345f234b12753c3fc033315f93a66d,0.0,159.76444,3.03,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.726,-10.012,1,0.556,154.529,96.096,1,0.449,b'TRARPKM128F429A7A6',3050,b'',3390119,0.4828052476468271,0.29382744516554465,b'ARJJ8I01187FB4CE98',37.76509,Jaen,-3.79068,b'f0b1b23e-cb08-49b4-8da4-5d8cb2c4005f',Joselito,5512,b'',0,0,b'La Voz De Oro',300641,0.228579955507658,SOKBQMV12A8C13A7E6,b'Clavelitos',66649
3051,22050,21bd96c5e0de324837f17356f771bc7a,0.0,294.47791,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.768,-6.112,1,0.678,285.199,107.836,3,1.0,b'TRARPOQ128F9311C86',3051,b'',3925225,0.400284058934027,0.28997644927818106,b'AR6HA5Z1187B99C04E',,,,b'db88cfb9-581b-4857-8c8f-1baa545f88fa',Seatrain,-1,b'',0,0,b'Watch',351207,0.26187351398897535,SONSEWJ12AB0182FBB,b'Abbeville Fair',33918
3052,22050,061035b3776573d39bef419c5d9a2974,0.0,168.33261,2.31,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.922,-15.467,1,0.727,163.538,131.45,3,0.722,b'TRARPGY128F425D48D',3052,b'',3119166,0.730265183221149,0.4636738694438821,b'ARQCFI11187FB5AE43',,"Beaumont, Texas",,b'e9b54b79-fff7-44f7-bab1-93b35df75ac3',George Jones,2985,b'',0,0,b'Wine Colored Roses',279675,0.0,SOHGWLG12A8AE484B4,"b""Ol' Frank""",2184
3053,22050,a5d0fba0fa1e66bcf92447440df6914e,0.0,221.09995,0.066,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.218,-5.781,1,0.395,217.757,102.581,5,0.086,b'TRARPTJ12903CE2898',3053,b'',8562341,0.6126405242364219,0.4367829494947106,b'ARVWNTI1269FB34C59',,,,b'',SOJA,-1,b'',0,0,b'Stars and Stripes',773700,,SOONUVQ12AB018889B,b'Be Aware',316562
3054,22050,e62c4eb686270c2e7ad3e29fa61eb9be,0.0,194.53342,0.746,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.809,-15.222,1,0.686,172.013,115.45,4,0.675,b'TRARPZT128F932AD66',3054,b'',5131765,0.6904475497729028,0.5077816674051294,b'ARBM4TC1187FB5CE98',,"Los Angeles, CA",,b'eb45032c-80da-469c-be20-1d09f08ef37f',Natalie Cole,2221,b'',0,0,b'Dangerous',460871,0.0,SOTZGNC12AB0184FE8,b'The Gift',4139
3055,22050,1482e3bbdd738a2968e9aa85026b68d5,0.0,145.8673,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.147,-4.928,0,0.233,141.601,156.408,4,0.287,b'TRARPKK12903CD6066',3055,b'',8986504,0.5466465034851766,0.21473463816508837,b'ARA2ZTN1187B98E3ED',41.50471,"Cleveland, OH",-81.69074,b'e405ae2e-46cd-4298-af9e-9e2fbd8e6283',This Moment In Black History,140033,b'',0,0,b'The Paul - EP',813152,0.0,SOREPOR12AB01859E4,b'Blackwords Masking',52577
3056,22050,ab36f335017590f8332cd1039e00b534,0.0,384.67873,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.394,-14.199,0,0.409,373.847,169.038,4,0.468,b'TRARPCK128F92FEA7F',3056,b'',5883027,0.760636111943095,0.547243659611714,b'ARRDRI71187FB46EAA',40.65507,"Brooklyn, NY",-73.94888,b'59a7fbcb-ff74-494d-abd0-9c82359040c9',Grizzly Bear,33443,b'',0,0,b'Yellow House',532378,0.8825301516325301,SOXDMAC12AB017E7FF,b'Little Brother',171651
3057,22050,15928c0aa2987b2e1e767d41bc8fc4cb,0.0,208.84853,0.334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-9.186,1,0.094,195.587,111.523,1,0.0,b'TRARNZV128F930CDFB',3057,b'',6897506,0.5236534084935914,0.34843419690439803,b'ARCLJQZ11E2835CE37',37.80506,"Oakland, CA",-122.27302,b'209311f4-f9c2-4e44-95c4-f7708f9cc10f',Alvin Youngblood Hart,16951,b'',0,0,"b""Screamin' and Hollerin' The Blues""",620938,0.3347065490692206,SOSNDGZ12AB017D82F,"b""Screamin' & Hollerin' The Blues""",128317
3058,22050,bbbc7b4f36a274d57c6df7967147baa2,0.0,258.29832,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.269,-5.308,0,0.521,250.491,152.99,4,0.42,b'TRARNZA128F424EC6A',3058,b'',2140785,0.7788358274024846,0.570106511951141,b'ARAZCWP129462A97F1',,,,b'ed2ac1e9-d51d-4eff-a2c2-85e81abd6360',Bob Marley & The Wailers,237,b'',0,0,b'Mystic Mixes - An Exclusive Remix Collection',196996,,SOMGMSS12A8C13492A,b'Rainbow Country (Red Gold And Green Version)',19
3059,22050,5e7f73930ac9e2aa0fe36f480f71b0e8,0.0,258.16771,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.242,-5.193,1,0.438,249.406,117.936,4,1.0,b'TRARNCP128F42AB2B0',3059,b'',3459612,0.6125430036687035,0.45966046322159376,b'ARXP7MQ1187FB3AC5F',,LOWELL,,b'2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c',Dave Hollister,19881,b'',0,0,b'Witness Protection',305855,0.42744657148843085,SOKLGLN12A8C13D204,b'Calm Da Seas',10872
3060,22050,fb27e9a4f5a3e387f48dfd6a4b5b29f8,0.0,401.24036,0.322,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.596,-7.327,0,0.604,398.803,0.0,3,1.0,b'TRARNIL12903C9A9C8',3060,b'',6313980,0.200729608076517,0.0,b'ARSQFIK11F50C4D038',,,,b'7ccdb27f-13cb-424a-93ce-316a6f059fdd',Casa Bulga,-1,b'',0,0,b'Afraid Of Change',569832,,SOFIYUN12AB0184842,b'Afraid Of Change (Tribal Vocal Mix)',338734
3061,22050,1a4dfc522708c86bd1614653521f30bd,0.0,158.1971,0.108,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.147,-6.712,1,0.474,158.197,104.465,4,1.0,b'TRARNBZ128F4238CF7',3061,b'',2013839,0.6117882539472937,0.33672684140890796,b'AR202MX1187B9B0383',,,,b'4910c255-cd1c-4f3e-a2c1-6e419b162220',Tanto Metro & Devonte,17301,b'',0,0,b'Riddim Driven: Celebration',185842,0.0,SOMAFQT12A8AE47E8D,b'Strange Things',34985
3062,22050,ff18657e5134daa3c254310dcb00f6e1,0.0,191.63383,0.661,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.383,-5.648,1,0.416,186.41,78.843,7,0.758,b'TRARNJN12903CE49F8',3062,b'',6621040,0.48592128572111515,0.3531562974667231,b'ARXJSHW1187B9A2A52',25.72898,"Miami, FL",-80.23742,b'cdf09cd2-59e0-4953-839f-bea3bbb07b1b',Nestor Torres,40720,b'',0,0,b'Mi Alma Latina (My Latin Soul)',596660,0.2652136277654528,SOMMPRY12A8C131C5C,b'Ran Kan Kan',66941
3063,22050,784bfabc9087b26b220e1b7a6b16cc54,0.0,207.35955,3.477,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.607,-16.489,1,0.701,198.565,121.896,4,0.507,b'TRARNAS128EF355915',3063,b'',814145,0.6332206239096116,0.4102474074764877,b'ARCT5P61187FB3D950',,United States,,b'8af64037-6d26-4d24-afd8-7e085abb01b1',The Impressions,5858,b'',0,0,b'The Impressions',77566,,SORDYIS12A6D4F64EC,b'I Found You',1563
3064,22050,fc735dac87d6883d5302b2574f588d68,0.0,376.16281,0.462,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.857,-12.746,1,0.681,367.961,151.983,4,0.203,b'TRARNMW128F92DE2D4',3064,b'',5261027,0.36347553470080324,0.0,b'ARBY23A1187B9A82E4',,,,b'92d0242d-c47d-4e2b-915d-4f875a07c91f',Naseebo Lal,149466,b'',0,0,b'Ronde Ne Nain',473571,,SOOOCMS12A8C1413F3,b'Dholna Dholna',323208
3065,22050,cb3d796775c6e1ee5cb4637e5aae965b,0.0,283.79383,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,-7.961,1,0.66,260.725,107.183,1,0.0,b'TRARNKQ12903CE7299',3065,b'',6631451,0.528835697897188,0.3431334973952383,b'AR7OCK81187B98D1F1',34.05349,"Los Angeles, CA",-118.24532,b'989d5fb7-b71e-4573-8cec-6bfacc9b131e',Debbie Davies,80791,b'',0,0,b'Love The Game',597476,0.3347065490692206,SOIHVVZ12A8C138E9D,b'Grow Up_ Grow Old',80148
3066,22050,f993971fb51231a568dffb207db328c9,0.0,260.51873,0.189,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.675,-10.646,1,0.563,250.729,105.863,4,1.0,b'TRARNAJ128F92CD7F9',3066,b'',4158052,0.46705418466605936,0.37455792647989944,b'ARUG6DV1187B992475',33.45081,"Indianola, MS",-90.645,b'0b0ded52-3918-4bb0-b5fc-1d1e6b4334bc',Willie Clayton,213914,b'',0,0,"b""Willie Clayton's Greatest Hits - Midnight Doctor""",373463,0.26355950970100545,SOJIRAY12A8C141F8B,b'Walk Away From Love',188636
3067,22050,35780c69e30bf21547e476b25267455f,0.0,45.87057,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.68,-15.272,0,0.815,42.156,120.398,4,0.195,b'TRARLJI128F933E881',3067,b'',7101930,0.3911088846318064,0.24009840575296107,b'AR8BMEQ1187B9B4214',38.2589,Missouri,-92.43659,b'a506c0c1-a837-4c5c-8062-78063bb27542',Pumpkin Buzzard,-1,b'',0,0,b'Perfect Dragon',639908,,SOFTYIA12AB0183B67,b'000GrandPno',477060
3068,22050,286865e9efafbb29f52f915111359053,0.0,189.70077,0.34,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.718,-9.318,1,0.537,184.059,141.053,1,0.0,b'TRARLTG12903CF06FD',3068,b'',8619412,0.5502330653881855,0.34439898216953113,b'ARMLLP51187B9B27B1',,SWEDEN,,b'4b897e3f-d10b-445a-8b6c-217fd9cb051e',Janina,-1,b'',0,0,b'Yeah Yeah',778910,0.46048484498641545,SOAQBLS12AC46878BF,b'Nachts um halb drei',312851
